location;date;total_cases;new_cases;total_deaths;new_deaths;reproduction_rate;icu_patients;hosp_patients;total_tests;total_vaccinations;people_vaccinated;people_fully_vaccinated
USA;20/11/2022;97000477.0;0.0;1066874.0;0.0;1.09;2839.0;22134.0;;655969930.0;267238218.0;228656952.0
USA;21/11/2022;97000477.0;0.0;1066874.0;0.0;1.07;2934.0;23140.0;;656425345.0;267290915.0;228694108.0
USA;22/11/2022;97000477.0;0.0;1066874.0;0.0;1.06;2981.0;23595.0;;656849167.0;267338310.0;228729861.0
USA;23/11/2022;97000477.0;0.0;1066874.0;0.0;1.04;2930.0;23629.0;;657208062.0;267379740.0;228760757.0
USA;24/11/2022;97000477.0;0.0;1066874.0;0.0;1.01;2908.0;23387.0;;657213970.0;267380860.0;228761347.0
USA;25/11/2022;97300648.0;300171.0;1069493.0;2619.0;1.04;2974.0;24368.0;;657461380.0;267408146.0;228780067.0
USA;26/11/2022;97300648.0;0.0;1069493.0;0.0;1.11;3037.0;25121.0;;657652917.0;267430472.0;228795539.0
USA;27/11/2022;97300648.0;0.0;1069493.0;0.0;1.18;3144.0;26399.0;;657771833.0;267445430.0;228805692.0
USA;28/11/2022;97300648.0;0.0;1069493.0;0.0;1.25;3297.0;28052.0;;658107322.0;267482280.0;228833228.0
USA;29/11/2022;97300648.0;0.0;1069493.0;0.0;1.27;3444.0;29235.0;;658455874.0;267520897.0;228862400.0
USA;30/11/2022;97300648.0;0.0;1069493.0;0.0;1.29;3487.0;30009.0;;658889454.0;267569384.0;228900198.0
USA;1/12/2022;97300648.0;0.0;1069493.0;0.0;1.3;3565.0;30240.0;;659277438.0;267611550.0;228933203.0
USA;2/12/2022;97603247.0;302599.0;1071256.0;1763.0;1.29;3578.0;30154.0;;659716279.0;267658800.0;228970260.0
USA;3/12/2022;97603247.0;0.0;1071256.0;0.0;1.26;3485.0;29687.0;;659920383.0;267682011.0;228987050.0
USA;4/12/2022;97603247.0;0.0;1071256.0;0.0;1.25;3515.0;30202.0;;660035121.0;267696637.0;228996839.0
USA;5/12/2022;97603247.0;0.0;1071256.0;0.0;1.24;3626.0;31445.0;;660385971.0;267736085.0;229025171.0
USA;6/12/2022;97603247.0;0.0;1071256.0;0.0;1.24;3775.0;32046.0;;660751583.0;267776124.0;229054639.0
USA;7/12/2022;97603247.0;0.0;1071256.0;0.0;1.22;3790.0;32325.0;;661127692.0;267817932.0;229085336.0
USA;8/12/2022;97603247.0;0.0;1071256.0;0.0;1.19;3780.0;32534.0;;661506931.0;267859587.0;229116622.0
USA;9/12/2022;98065470.0;462223.0;1074291.0;3035.0;1.16;3815.0;32353.0;;661933435.0;267905466.0;229150987.0
USA;10/12/2022;98065470.0;0.0;1074291.0;0.0;1.15;3815.0;31649.0;;662149278.0;267930161.0;229167970.0
USA;11/12/2022;98065470.0;0.0;1074291.0;0.0;1.15;3865.0;32163.0;;662273358.0;267946136.0;229178156.0
USA;12/12/2022;98065470.0;0.0;1074291.0;0.0;1.15;3969.0;33527.0;;662639997.0;267987306.0;229207302.0
USA;13/12/2022;98065470.0;0.0;1074291.0;0.0;1.14;4093.0;33805.0;;663008281.0;268029238.0;229236558.0
USA;14/12/2022;98065470.0;0.0;1074291.0;0.0;1.14;4059.0;33491.0;;663358039.0;268069667.0;229265386.0
USA;15/12/2022;98065470.0;0.0;1074291.0;0.0;1.13;4294.0;34316.0;;663682048.0;268107934.0;229291420.0
USA;16/12/2022;98511484.0;446014.0;1076943.0;2652.0;1.12;4201.0;34098.0;;664062673.0;268150158.0;229321922.0
USA;17/12/2022;98511484.0;0.0;1076943.0;0.0;1.1;4094.0;33751.0;;664259895.0;268173571.0;229338624.0
USA;18/12/2022;98511484.0;0.0;1076943.0;0.0;1.08;4137.0;34329.0;;664373850.0;268189266.0;229348598.0
USA;19/12/2022;98511484.0;0.0;1076943.0;0.0;1.07;4224.0;35055.0;;664711486.0;268230128.0;229376772.0
USA;20/12/2022;98511484.0;0.0;1076943.0;0.0;1.04;4338.0;35690.0;;665028939.0;268269451.0;229404291.0
USA;21/12/2022;98511484.0;0.0;1076943.0;0.0;1.05;4329.0;35731.0;;665317901.0;268307455.0;229430255.0
USA;22/12/2022;98511484.0;0.0;1076943.0;0.0;1.01;4246.0;35195.0;;665547079.0;268339405.0;229451004.0
USA;23/12/2022;99019493.0;508009.0;1079976.0;3033.0;0.99;4291.0;34832.0;;665700653.0;268361865.0;229465338.0
USA;24/12/2022;99019493.0;0.0;1079976.0;0.0;0.97;4218.0;33923.0;;665739625.0;268368558.0;229469510.0
USA;25/12/2022;99019493.0;0.0;1079976.0;0.0;0.95;4275.0;33987.0;;665742181.0;268369780.0;229469676.0
USA;26/12/2022;99019493.0;0.0;1079976.0;0.0;0.93;4424.0;35731.0;;665852398.0;268388421.0;229479820.0
USA;27/12/2022;99019493.0;0.0;1079976.0;0.0;0.94;4566.0;37492.0;;666118942.0;268425738.0;229504767.0
USA;28/12/2022;99019493.0;0.0;1079976.0;0.0;0.92;4692.0;38832.0;;666380587.0;268461940.0;229529051.0
USA;29/12/2022;99019493.0;0.0;1079976.0;0.0;0.93;4779.0;39653.0;;666644942.0;268498529.0;229553298.0
USA;30/12/2022;99411696.0;392203.0;1082456.0;2480.0;0.93;4802.0;39804.0;;666888577.0;268531382.0;229575525.0
USA;31/12/2022;99411696.0;0.0;1082456.0;0.0;0.92;4785.0;39597.0;;666952241.0;268541239.0;229580638.0
USA;1/01/2023;99411696.0;0.0;1082456.0;0.0;0.9;4913.0;40500.0;;666962231.0;268543519.0;229581410.0
USA;2/01/2023;99411696.0;0.0;1082456.0;0.0;0.88;5072.0;41853.0;;667086190.0;268563718.0;229593115.0
USA;3/01/2023;99411696.0;0.0;1082456.0;0.0;;5214.0;43184.0;;667314723.0;268596097.0;229615949.0
USA;4/01/2023;99411696.0;0.0;1082456.0;0.0;;5241.0;43615.0;;667532053.0;268627652.0;229637430.0
USA;5/01/2023;99411696.0;0.0;1082456.0;0.0;;5197.0;42823.0;;667759856.0;268660215.0;229659798.0
USA;6/01/2023;99883410.0;471714.0;1085220.0;2764.0;;5220.0;41833.0;;668032629.0;268696836.0;229686222.0
USA;7/01/2023;99883410.0;0.0;1085220.0;0.0;;5006.0;40119.0;;668166932.0;268716049.0;229698859.0
USA;8/01/2023;99883410.0;0.0;1085220.0;0.0;;4986.0;40380.0;;668235802.0;268727160.0;229705356.0
USA;9/01/2023;99883410.0;0.0;1085220.0;0.0;;5047.0;40614.0;;668442071.0;268756449.0;229725012.0
USA;10/01/2023;99883410.0;0.0;1085220.0;0.0;;5076.0;39685.0;;668645088.0;268784808.0;229745113.0
USA;11/01/2023;99883410.0;0.0;1085220.0;0.0;;4963.0;38483.0;;668845541.0;268813622.0;229764829.0
USA;12/01/2023;99883410.0;0.0;1085220.0;0.0;;4872.0;37316.0;;669042935.0;268841738.0;229784353.0
USA;13/01/2023;100331502.0;448092.0;1089627.0;4407.0;;4658.0;36130.0;;669264387.0;268872321.0;229806115.0
USA;14/01/2023;100331502.0;0.0;1089627.0;0.0;;4603.0;34614.0;;669367918.0;268887490.0;229815762.0
USA;15/01/2023;100331502.0;0.0;1089627.0;0.0;;4514.0;34191.0;;669415509.0;268895977.0;229820112.0
USA;16/01/2023;100331502.0;0.0;1089627.0;0.0;;4495.0;34410.0;;669528573.0;268912740.0;229831088.0
USA;17/01/2023;100331502.0;0.0;1089627.0;0.0;;4402.0;33913.0;;669679540.0;268936075.0;229847304.0
USA;18/01/2023;100331502.0;0.0;1089627.0;0.0;;4315.0;33214.0;;669826716.0;268959325.0;229862779.0
USA;19/01/2023;100331502.0;0.0;1089627.0;0.0;;4189.0;32123.0;;669967935.0;268982388.0;229877834.0
USA;20/01/2023;100639527.0;308025.0;1093291.0;3664.0;;4082.0;31064.0;;670125256.0;269007301.0;229894257.0
USA;21/01/2023;100639527.0;0.0;1093291.0;0.0;;3948.0;29567.0;;670190219.0;269018905.0;229900878.0
USA;22/01/2023;100639527.0;0.0;1093291.0;0.0;;3887.0;29546.0;;670221095.0;269025413.0;229903884.0
USA;23/01/2023;100639527.0;0.0;1093291.0;0.0;;3838.0;29758.0;;670340666.0;269045608.0;229916494.0
USA;24/01/2023;100639527.0;0.0;1093291.0;0.0;;3876.0;29263.0;;670463588.0;269065629.0;229930212.0
USA;25/01/2023;100639527.0;0.0;1093291.0;0.0;;3755.0;28880.0;;670578583.0;269085696.0;229943308.0
USA;26/01/2023;100639527.0;0.0;1093291.0;0.0;;3617.0;27924.0;;670699113.0;269106298.0;229956965.0
USA;27/01/2023;100934394.0;294867.0;1097034.0;3743.0;;3535.0;27017.0;;670830072.0;269127477.0;229972005.0
USA;28/01/2023;100934394.0;0.0;1097034.0;0.0;;3291.0;26068.0;;670882585.0;269137188.0;229977886.0
USA;29/01/2023;100934394.0;0.0;1097034.0;0.0;;3364.0;26256.0;;670909681.0;269143355.0;229980890.0
USA;30/01/2023;100934394.0;0.0;1097034.0;0.0;;3418.0;26757.0;;671010721.0;269161666.0;229992299.0
USA;31/01/2023;100934394.0;0.0;1097034.0;0.0;;3429.0;26384.0;;671113219.0;269179403.0;230004242.0
USA;1/02/2023;100934394.0;0.0;1097034.0;0.0;;3416.0;25875.0;;671212866.0;269196837.0;230015989.0
USA;2/02/2023;100934394.0;0.0;1097034.0;0.0;;3298.0;25368.0;;671312243.0;269214379.0;230028011.0
USA;3/02/2023;101219796.0;285402.0;1100486.0;3452.0;;3146.0;24718.0;;671423970.0;269233663.0;230041772.0
USA;4/02/2023;101219796.0;0.0;1100486.0;0.0;;3020.0;23945.0;;671470458.0;269242863.0;230047401.0
USA;5/02/2023;101219796.0;0.0;1100486.0;0.0;;3022.0;24096.0;;671495506.0;269248683.0;230050328.0
USA;6/02/2023;101219796.0;0.0;1100486.0;0.0;;3118.0;24840.0;;671589596.0;269266595.0;230061414.0
USA;7/02/2023;101219796.0;0.0;1100486.0;0.0;;3072.0;24558.0;;671684807.0;269283885.0;230072890.0
USA;8/02/2023;101219796.0;0.0;1100486.0;0.0;;3005.0;24430.0;;671778135.0;269300619.0;230084276.0
USA;9/02/2023;101219796.0;0.0;1100486.0;0.0;;3064.0;23996.0;;671869542.0;269316910.0;230095727.0
USA;10/02/2023;101498024.0;278228.0;1103926.0;3440.0;;3023.0;23696.0;;671969526.0;269334056.0;230108315.0
USA;11/02/2023;101498024.0;0.0;1103926.0;0.0;;2920.0;23020.0;;672011939.0;269342387.0;230113334.0
USA;12/02/2023;101498024.0;0.0;1103926.0;0.0;;2886.0;23148.0;;672030694.0;269346716.0;230115461.0
USA;13/02/2023;101498024.0;0.0;1103926.0;0.0;;3053.0;23783.0;;672110032.0;269361531.0;230124894.0
USA;14/02/2023;101498024.0;0.0;1103926.0;0.0;;3095.0;23838.0;;672184132.0;269375429.0;230134193.0
USA;15/02/2023;101498024.0;0.0;1103926.0;0.0;;3050.0;23997.0;;672267033.0;269390813.0;230144802.0
USA;16/02/2023;101498024.0;0.0;1103926.0;0.0;;3027.0;23638.0;;672346061.0;269405668.0;230154575.0
USA;17/02/2023;101752396.0;254372.0;1106783.0;2857.0;;2992.0;23235.0;;672434501.0;269421355.0;230165457.0
USA;18/02/2023;101752396.0;0.0;1106783.0;0.0;;2809.0;22402.0;;672468591.0;269428388.0;230169385.0
USA;19/02/2023;101752396.0;0.0;1106783.0;0.0;;2855.0;22646.0;;672486324.0;269432480.0;230171334.0
USA;20/02/2023;101752396.0;0.0;1106783.0;0.0;;2944.0;22967.0;;672548661.0;269444000.0;230178741.0
USA;21/02/2023;101752396.0;0.0;1106783.0;0.0;;2945.0;23080.0;;672624669.0;269458620.0;230188509.0
USA;22/02/2023;101752396.0;0.0;1106783.0;0.0;;2936.0;22756.0;;672696611.0;269472215.0;230197738.0
USA;23/02/2023;101752396.0;0.0;1106783.0;0.0;;2919.0;22436.0;;672767310.0;269486032.0;230206765.0
USA;24/02/2023;101752396.0;0.0;1106783.0;0.0;;2829.0;22035.0;;672846343.0;269500596.0;230217119.0
USA;25/02/2023;102019564.0;267168.0;1109145.0;2362.0;;2675.0;21313.0;;672878203.0;269507336.0;230220972.0
USA;26/02/2023;102019564.0;0.0;1109145.0;0.0;;2697.0;21327.0;;672894784.0;269511249.0;230222906.0
USA;27/02/2023;102019564.0;0.0;1109145.0;0.0;;2731.0;21847.0;;672966752.0;269525592.0;230232062.0
USA;28/02/2023;102019564.0;0.0;1109145.0;0.0;;2760.0;21705.0;;673038761.0;269539415.0;230241646.0
USA;1/03/2023;102019564.0;0.0;1109145.0;0.0;;2753.0;21357.0;;673110198.0;269553579.0;230251267.0
USA;2/03/2023;102019564.0;0.0;1109145.0;0.0;;2659.0;20796.0;;673180440.0;269567640.0;230260424.0
USA;3/03/2023;102019564.0;0.0;1109145.0;0.0;;2591.0;20421.0;;673258607.0;269582647.0;230271123.0
USA;4/03/2023;102247392.0;227828.0;1111342.0;2197.0;;2444.0;19741.0;;673290317.0;269589314.0;230275005.0
USA;5/03/2023;102247392.0;0.0;1111342.0;0.0;;2464.0;19842.0;;673306999.0;269593370.0;230277012.0
USA;6/03/2023;102247392.0;0.0;1111342.0;0.0;;2568.0;20240.0;;673373725.0;269606991.0;230285602.0
USA;7/03/2023;102247392.0;0.0;1111342.0;0.0;;2534.0;19940.0;;673441497.0;269620435.0;230294436.0
USA;8/03/2023;102247392.0;0.0;1111342.0;0.0;;2508.0;19318.0;;673507961.0;269633723.0;230303450.0
USA;9/03/2023;102247392.0;0.0;1111342.0;0.0;;2441.0;18689.0;;673573609.0;269646743.0;230312231.0
USA;10/03/2023;102247392.0;0.0;1111342.0;0.0;;2424.0;18182.0;;673645633.0;269660987.0;230322165.0
USA;11/03/2023;102417985.0;170593.0;1113229.0;1887.0;;2331.0;17573.0;;673675506.0;269667931.0;230325739.0
USA;12/03/2023;102417985.0;0.0;1113229.0;0.0;;2287.0;17692.0;;673691159.0;269672126.0;230327518.0
USA;13/03/2023;102417985.0;0.0;1113229.0;0.0;;2321.0;18026.0;;673752611.0;269684878.0;230335252.0
USA;14/03/2023;102417985.0;0.0;1113229.0;0.0;;2336.0;17615.0;;673812827.0;269697452.0;230343260.0
USA;15/03/2023;102417985.0;0.0;1113229.0;0.0;;2289.0;17354.0;;673876699.0;269710822.0;230351559.0
USA;16/03/2023;102417985.0;0.0;1113229.0;0.0;;2196.0;16898.0;;673938204.0;269723484.0;230359757.0
USA;17/03/2023;102417985.0;0.0;1113229.0;0.0;;2112.0;16449.0;;674004866.0;269737251.0;230368503.0
USA;18/03/2023;102544598.0;126613.0;1114970.0;1741.0;;2071.0;16071.0;;674031936.0;269743760.0;230371710.0
USA;19/03/2023;102544598.0;0.0;1114970.0;0.0;;2092.0;16162.0;;674046252.0;269747896.0;230373359.0
USA;20/03/2023;102544598.0;0.0;1114970.0;0.0;;2182.0;16563.0;;674106474.0;269761341.0;230381231.0
USA;21/03/2023;102544598.0;0.0;1114970.0;0.0;;2191.0;16309.0;;674166233.0;269774130.0;230389415.0
USA;22/03/2023;102544598.0;0.0;1114970.0;0.0;;2213.0;15950.0;;674225438.0;269786894.0;230397442.0
USA;23/03/2023;102544598.0;0.0;1114970.0;0.0;;2170.0;15685.0;;674283757.0;269799107.0;230405361.0
USA;24/03/2023;102544598.0;0.0;1114970.0;0.0;;2116.0;15594.0;;674348833.0;269812529.0;230414190.0
USA;25/03/2023;102697566.0;152968.0;1117054.0;2084.0;;2054.0;15076.0;;674374334.0;269818554.0;230417503.0
USA;26/03/2023;102697566.0;0.0;1117054.0;0.0;;2009.0;15096.0;;674388697.0;269822476.0;230419125.0
USA;27/03/2023;102697566.0;0.0;1117054.0;0.0;;2066.0;15457.0;;674444701.0;269834599.0;230426528.0
USA;28/03/2023;102697566.0;0.0;1117054.0;0.0;;2059.0;15370.0;;674501459.0;269847198.0;230434403.0
USA;29/03/2023;102697566.0;0.0;1117054.0;0.0;;2011.0;15020.0;;674559267.0;269859993.0;230442400.0
USA;30/03/2023;102697566.0;0.0;1117054.0;0.0;;1987.0;14708.0;;674615703.0;269872223.0;230449910.0
USA;31/03/2023;102697566.0;0.0;1117054.0;0.0;;1925.0;14267.0;;674674587.0;269884517.0;230457960.0
USA;1/04/2023;102873924.0;176358.0;1118800.0;1746.0;;1861.0;13649.0;;674696382.0;269889832.0;230460669.0
USA;2/04/2023;102873924.0;0.0;1118800.0;0.0;;1873.0;13756.0;;674708566.0;269893364.0;230462101.0
USA;3/04/2023;102873924.0;0.0;1118800.0;0.0;;1819.0;14114.0;;674759102.0;269905022.0;230468663.0
USA;4/04/2023;102873924.0;0.0;1118800.0;0.0;;1830.0;13963.0;;674810463.0;269916987.0;230475347.0
USA;5/04/2023;102873924.0;0.0;1118800.0;0.0;;1754.0;13620.0;;674861309.0;269928839.0;230482215.0
USA;6/04/2023;102873924.0;0.0;1118800.0;0.0;;1739.0;13393.0;;674913181.0;269940813.0;230489186.0
USA;7/04/2023;102873924.0;0.0;1118800.0;0.0;;1694.0;12933.0;;674960747.0;269951686.0;230495947.0
USA;8/04/2023;102873924.0;0.0;1118800.0;0.0;;1609.0;12207.0;;674982343.0;269957551.0;230498666.0
USA;9/04/2023;102977396.0;103472.0;1120529.0;1729.0;;1607.0;12214.0;;674988543.0;269960431.0;230499516.0
USA;10/04/2023;102977396.0;0.0;1120529.0;0.0;;1634.0;12551.0;;675037992.0;269971905.0;230506297.0
USA;11/04/2023;102977396.0;0.0;1120529.0;0.0;;1649.0;12451.0;;675087206.0;269983344.0;230513294.0
USA;12/04/2023;102977396.0;0.0;1120529.0;0.0;;1637.0;12272.0;;675136008.0;269995000.0;230520042.0
USA;13/04/2023;102977396.0;0.0;1120529.0;0.0;;1589.0;12085.0;;675182462.0;270005591.0;230526413.0
USA;14/04/2023;102977396.0;0.0;1120529.0;0.0;;1585.0;11849.0;;675232286.0;270016601.0;230533498.0
USA;15/04/2023;102977396.0;0.0;1120529.0;0.0;;1553.0;11698.0;;675251980.0;270022311.0;230536089.0
USA;16/04/2023;103081453.0;104057.0;1121819.0;1290.0;;1580.0;11713.0;;675261871.0;270025562.0;230537246.0
USA;17/04/2023;103081453.0;0.0;1121819.0;0.0;;1584.0;11890.0;;675304457.0;270035747.0;230543313.0
USA;18/04/2023;103081453.0;0.0;1121819.0;0.0;;1532.0;11610.0;;675347903.0;270045273.0;230549088.0
USA;19/04/2023;103081453.0;0.0;1121819.0;0.0;;1475.0;11334.0;;675391336.0;270053552.0;230553737.0
USA;20/04/2023;103081453.0;0.0;1121819.0;0.0;;1431.0;10986.0;;675450061.0;270062531.0;230558858.0
USA;21/04/2023;103081453.0;0.0;1121819.0;0.0;;1398.0;10733.0;;675530053.0;270072942.0;230564775.0
USA;22/04/2023;103081453.0;0.0;1121819.0;0.0;;1354.0;10269.0;;675573420.0;270078615.0;230567289.0
USA;23/04/2023;103179920.0;98467.0;1123017.0;1198.0;;1295.0;10336.0;;675599153.0;270082185.0;230568579.0
USA;24/04/2023;103179920.0;0.0;1123017.0;0.0;;1335.0;10487.0;;675684285.0;270092903.0;230574357.0
USA;25/04/2023;103179920.0;0.0;1123017.0;0.0;;1343.0;10236.0;;675768513.0;270104284.0;230579974.0
USA;26/04/2023;103179920.0;0.0;1123017.0;0.0;;1290.0;9923.0;;675856678.0;270115904.0;230585784.0
USA;27/04/2023;103179920.0;0.0;1123017.0;0.0;;1240.0;9659.0;;675946505.0;270127046.0;230591673.0
USA;28/04/2023;103179920.0;0.0;1123017.0;0.0;;1201.0;9494.0;;676043612.0;270138406.0;230597952.0
USA;29/04/2023;103179920.0;0.0;1123017.0;0.0;;1178.0;9164.0;;676083527.0;270144259.0;230600329.0
USA;30/04/2023;103266404.0;86484.0;1124063.0;1046.0;;1213.0;9339.0;;676107562.0;270148532.0;230601588.0
USA;1/05/2023;103266404.0;0.0;1124063.0;0.0;;1206.0;9454.0;;676198192.0;270160441.0;230606981.0
USA;2/05/2023;103266404.0;0.0;1124063.0;0.0;;1216.0;9352.0;;676292617.0;270172945.0;230612536.0
USA;3/05/2023;103266404.0;0.0;1124063.0;0.0;;1154.0;9076.0;;676390150.0;270185018.0;230618038.0
USA;4/05/2023;103266404.0;0.0;1124063.0;0.0;;1127.0;8924.0;;676493615.0;270197187.0;230623850.0
USA;5/05/2023;103266404.0;0.0;1124063.0;0.0;;1088.0;8651.0;;676599339.0;270208997.0;230629861.0
USA;6/05/2023;103266404.0;0.0;1124063.0;0.0;;1078.0;8305.0;;676640011.0;270214753.0;230632064.0
USA;7/05/2023;103343569.0;77165.0;1125209.0;1146.0;;1099.0;8427.0;;676661397.0;270218749.0;230633139.0
USA;8/05/2023;103343569.0;0.0;1125209.0;0.0;;1161.0;8719.0;;676717031.0;270225714.0;230636397.0
USA;9/05/2023;103343569.0;0.0;1125209.0;0.0;;1114.0;8709.0;;676728782.0;270227181.0;230637348.0
USA;10/05/2023;103343569.0;0.0;1125209.0;0.0;;1099.0;8579.0;;;;
USA;11/05/2023;103343569.0;0.0;1125209.0;0.0;;1075.0;8400.0;;;;
USA;12/05/2023;103343569.0;0.0;1125209.0;0.0;;1065.0;8187.0;;;;
USA;13/05/2023;103343569.0;0.0;1125209.0;0.0;;1010.0;7800.0;;;;
USA;14/05/2023;103436829.0;93260.0;1127152.0;1943.0;;987.0;7735.0;;;;
USA;15/05/2023;103436829.0;;1127152.0;;;1048.0;7912.0;;;;
USA;16/05/2023;103436829.0;;1127152.0;;;1049.0;7881.0;;;;
USA;17/05/2023;103436829.0;;1127152.0;;;1074.0;7709.0;;;;
USA;18/05/2023;;;;;;1029.0;7502.0;;;;
USA;19/05/2023;;;;;;978.0;7325.0;;;;
USA;20/05/2023;;;;;;934.0;7121.0;;;;
