location;date;total_cases;new_cases;total_deaths;new_deaths;reproduction_rate;icu_patients;hosp_patients;total_tests;total_vaccinations;people_vaccinated;people_fully_vaccinated
USA;21/04/2022;80071778.0;53418.0;985343.0;427.0;1.28;1486.0;11101.0;869162583.0;578452888.0;256937564.0;221030802.0
USA;22/04/2022;80129186.0;57408.0;985890.0;547.0;1.29;1489.0;11205.0;869925154.0;578954304.0;256994245.0;221087427.0
USA;23/04/2022;80178695.0;49509.0;986545.0;655.0;1.27;1453.0;11236.0;870428468.0;579217040.0;257030723.0;221120740.0
USA;24/04/2022;80247494.0;68799.0;986887.0;342.0;1.24;1446.0;11460.0;870719049.0;579352566.0;257051474.0;221138859.0
USA;25/04/2022;80270952.0;23458.0;986959.0;72.0;1.22;1507.0;11920.0;871461991.0;579784139.0;257101470.0;221187865.0
USA;26/04/2022;80292055.0;21103.0;987020.0;61.0;1.22;1582.0;12352.0;872601590.0;580244877.0;257153544.0;221237724.0
USA;27/04/2022;80341913.0;49858.0;987237.0;217.0;1.21;1584.0;12756.0;873689637.0;580724865.0;257207671.0;221289711.0
USA;28/04/2022;80406327.0;64414.0;987621.0;384.0;1.21;1592.0;12926.0;874693491.0;581208935.0;257262411.0;221343004.0
USA;29/04/2022;80483472.0;77145.0;988350.0;729.0;1.2;1623.0;13009.0;875679222.0;581725064.0;257320642.0;221402193.0
USA;30/04/2022;80545387.0;61915.0;988638.0;288.0;1.22;1580.0;12851.0;876293599.0;581969320.0;257354554.0;221433810.0
USA;1/05/2022;80626043.0;80656.0;989129.0;491.0;1.24;1576.0;13150.0;876624513.0;582105667.0;257375268.0;221451411.0
USA;2/05/2022;80651982.0;25939.0;989219.0;90.0;1.25;1660.0;13807.0;877290973.0;582501777.0;257422943.0;221496285.0
USA;3/05/2022;80678756.0;26774.0;989352.0;133.0;1.26;1692.0;14229.0;878305681.0;582926063.0;257472798.0;221543453.0
USA;4/05/2022;80742856.0;64100.0;989532.0;180.0;1.27;1725.0;14555.0;879306997.0;583347637.0;257522985.0;221590575.0
USA;5/05/2022;80815422.0;72566.0;990180.0;648.0;1.29;1736.0;14869.0;880271413.0;583762706.0;257571868.0;221638082.0
USA;6/05/2022;80915959.0;100537.0;990984.0;804.0;1.31;1725.0;14941.0;881217473.0;584220928.0;257625944.0;221692032.0
USA;7/05/2022;80995969.0;80010.0;991284.0;300.0;1.29;1774.0;15051.0;881873121.0;584429134.0;257655818.0;221719639.0
USA;8/05/2022;81091701.0;95732.0;991770.0;486.0;1.28;1740.0;15307.0;882229421.0;584521044.0;257671645.0;221731449.0
USA;9/05/2022;81119219.0;27518.0;991831.0;61.0;1.27;1785.0;15618.0;882951177.0;584914317.0;257718709.0;221776205.0
USA;10/05/2022;81150972.0;31753.0;991894.0;63.0;1.26;1830.0;16288.0;884059619.0;585340252.0;257769523.0;221822641.0
USA;11/05/2022;81251954.0;100982.0;992083.0;189.0;1.25;1884.0;16772.0;885172858.0;585767899.0;257820181.0;221869849.0
USA;12/05/2022;81352203.0;100249.0;992476.0;393.0;1.22;1872.0;17349.0;886196315.0;586205590.0;257870755.0;221917729.0
USA;13/05/2022;81479998.0;127795.0;993042.0;566.0;1.21;1943.0;17840.0;887147252.0;586682307.0;257927681.0;221970107.0
USA;14/05/2022;81578703.0;98705.0;993304.0;262.0;1.23;1935.0;17906.0;887842502.0;586923096.0;257960735.0;221999955.0
USA;15/05/2022;81696656.0;117953.0;993736.0;432.0;1.27;1951.0;18359.0;888220872.0;587055539.0;257980848.0;222017005.0
USA;16/05/2022;81725755.0;29099.0;993815.0;79.0;1.29;2147.0;19377.0;888998375.0;587445897.0;258030423.0;222060742.0
USA;17/05/2022;81771982.0;46227.0;993881.0;66.0;1.27;2295.0;20075.0;890124308.0;587859971.0;258082422.0;222105728.0
USA;18/05/2022;81895377.0;123395.0;994112.0;231.0;1.25;2278.0;20473.0;891269590.0;588284128.0;258135277.0;222152686.0
USA;19/05/2022;82024991.0;129614.0;994480.0;368.0;1.22;2316.0;20650.0;892358780.0;588728821.0;258188524.0;222200634.0
USA;20/05/2022;82171411.0;146420.0;995086.0;606.0;1.19;2301.0;20903.0;893417932.0;589245260.0;258248609.0;222255329.0
USA;21/05/2022;82281141.0;109730.0;995338.0;252.0;1.16;2277.0;20623.0;894147186.0;589517170.0;258283022.0;222286660.0
USA;22/05/2022;82431151.0;150010.0;995817.0;479.0;1.13;2328.0;21051.0;894562477.0;589672496.0;258304471.0;222305332.0
USA;23/05/2022;82467557.0;36406.0;995914.0;97.0;1.1;2364.0;21887.0;895341850.0;590113345.0;258357784.0;222352583.0
USA;24/05/2022;82512436.0;44879.0;995981.0;67.0;1.08;2407.0;22040.0;896490449.0;590545030.0;258409714.0;222397784.0
USA;25/05/2022;82623309.0;110873.0;996369.0;388.0;1.07;2425.0;22188.0;897614436.0;590964490.0;258461238.0;222443369.0
USA;26/05/2022;82756651.0;133342.0;996840.0;471.0;1.05;2490.0;22392.0;898625501.0;591370905.0;258511096.0;222486688.0
USA;27/05/2022;82910567.0;153916.0;997539.0;699.0;1.03;2559.0;22493.0;899459242.0;591821297.0;258566207.0;222536148.0
USA;28/05/2022;83023741.0;113174.0;997866.0;327.0;1.03;2429.0;22059.0;900042212.0;592023979.0;258593533.0;222559888.0
USA;29/05/2022;83171871.0;148130.0;998446.0;580.0;1.03;2416.0;22352.0;900389806.0;592137372.0;258610853.0;222573516.0
USA;30/05/2022;83207922.0;36051.0;998533.0;87.0;1.05;2513.0;22820.0;900688547.0;592169657.0;258616712.0;222577733.0
USA;31/05/2022;83243387.0;35465.0;998591.0;58.0;1.13;2548.0;23971.0;901411323.0;592549109.0;258666941.0;222623670.0
USA;1/06/2022;83298912.0;55525.0;998669.0;78.0;1.13;2650.0;24718.0;902479787.0;592925569.0;258716058.0;222665361.0
USA;2/06/2022;83454894.0;155982.0;999035.0;366.0;1.12;2687.0;24902.0;903587867.0;593289019.0;258762735.0;222704973.0
USA;3/06/2022;83595845.0;140951.0;999610.0;575.0;1.11;2719.0;24723.0;904536473.0;593693735.0;258814429.0;222749716.0
USA;4/06/2022;83707404.0;111559.0;999964.0;354.0;1.09;2667.0;24076.0;905171421.0;593887053.0;258841367.0;222772606.0
USA;5/06/2022;83847498.0;140094.0;1000425.0;461.0;1.07;2600.0;24305.0;905556050.0;593994792.0;258858400.0;222785994.0
USA;6/06/2022;83894969.0;47471.0;1000512.0;87.0;1.06;2736.0;24716.0;906214462.0;594316453.0;258903578.0;222823817.0
USA;7/06/2022;83938284.0;43315.0;1000639.0;127.0;1.02;2809.0;24981.0;907157848.0;594637210.0;258947751.0;222860040.0
USA;8/06/2022;84037948.0;99664.0;1000936.0;297.0;1.01;2844.0;25421.0;907957598.0;594961848.0;258992634.0;222897247.0
USA;9/06/2022;84190255.0;152307.0;1001412.0;476.0;1.01;2885.0;25600.0;908481906.0;595276977.0;259036275.0;222932472.0
USA;10/06/2022;84334814.0;144559.0;1002054.0;642.0;1.0;2783.0;25365.0;909003851.0;595626439.0;259083631.0;222973124.0
USA;11/06/2022;84440779.0;105965.0;1002318.0;264.0;1.01;2836.0;24983.0;909435615.0;595789983.0;259108833.0;222994210.0
USA;12/06/2022;84588542.0;147763.0;1002709.0;391.0;1.02;2856.0;25159.0;909786560.0;595877362.0;259124284.0;223006519.0
USA;13/06/2022;84626249.0;37707.0;1002853.0;144.0;1.02;2889.0;25689.0;910343793.0;596148394.0;259164664.0;223040200.0
USA;14/06/2022;84664970.0;38721.0;1002944.0;91.0;1.0;2999.0;26042.0;911039148.0;596428503.0;259206676.0;223073618.0
USA;15/06/2022;84756328.0;91358.0;1003230.0;286.0;1.0;2994.0;26413.0;911642612.0;596713598.0;259247821.0;223108200.0
USA;16/06/2022;84894338.0;138010.0;1003649.0;419.0;1.0;3043.0;26235.0;912115224.0;596996739.0;259289013.0;223141823.0
USA;17/06/2022;85037513.0;143175.0;1004218.0;569.0;1.01;2996.0;26221.0;912521698.0;597297646.0;259332537.0;223178278.0
USA;18/06/2022;85135087.0;97574.0;1004519.0;301.0;1.0;2925.0;25557.0;912769124.0;597429806.0;259355159.0;223196205.0
USA;19/06/2022;85260798.0;125711.0;1004911.0;392.0;1.0;2954.0;25736.0;;597492627.0;259366956.0;223205380.0
USA;20/06/2022;85296651.0;35853.0;1005007.0;96.0;0.99;3092.0;26414.0;;597728913.0;259403925.0;223231632.0
USA;21/06/2022;85332168.0;35517.0;1005122.0;115.0;1.02;3137.0;26719.0;;597999848.0;259455361.0;223263825.0
USA;22/06/2022;85384412.0;52244.0;1005262.0;140.0;1.03;3124.0;27312.0;;598287185.0;259519097.0;223297476.0
USA;23/06/2022;85570904.0;186492.0;1005775.0;513.0;1.04;3094.0;27712.0;;598574623.0;259588973.0;223329085.0
USA;24/06/2022;85705102.0;134198.0;1006400.0;625.0;1.05;3151.0;27794.0;;598885852.0;259667837.0;223364011.0
USA;25/06/2022;85806971.0;101869.0;1006892.0;492.0;1.07;3037.0;27675.0;;599049651.0;259729709.0;223380793.0
USA;26/06/2022;85970435.0;163464.0;1007412.0;520.0;1.08;3080.0;28123.0;;599129200.0;259754754.0;223390755.0
USA;27/06/2022;86014447.0;44012.0;1007519.0;107.0;1.09;3231.0;29133.0;;599383974.0;259822014.0;223419735.0
USA;28/06/2022;86058625.0;44178.0;1007595.0;76.0;1.07;3323.0;29548.0;;599652426.0;259893532.0;223449808.0
USA;29/06/2022;86155155.0;96530.0;1007851.0;256.0;1.07;3384.0;29938.0;;599926759.0;259968428.0;223480687.0
USA;30/06/2022;86309948.0;154793.0;1008476.0;625.0;1.08;3389.0;30017.0;;600209859.0;260045532.0;223512235.0
USA;1/07/2022;86458907.0;148959.0;1009031.0;555.0;1.06;3447.0;30087.0;;600491056.0;260119122.0;223543608.0
USA;2/07/2022;86571763.0;112856.0;1009507.0;476.0;1.04;3449.0;29807.0;;600605915.0;260150401.0;223557611.0
USA;3/07/2022;86744207.0;172444.0;1010054.0;547.0;1.02;3411.0;30088.0;;600665121.0;260165261.0;223565753.0
USA;4/07/2022;86792385.0;48178.0;1010192.0;138.0;1.01;3557.0;30720.0;;600678310.0;260169229.0;223567667.0
USA;5/07/2022;86838581.0;46196.0;1010279.0;87.0;1.05;3750.0;32096.0;;600931387.0;260234289.0;223600512.0
USA;6/07/2022;86884328.0;45747.0;1010398.0;119.0;1.07;3877.0;33435.0;;601198869.0;260303367.0;223631671.0
USA;7/07/2022;87054017.0;169689.0;1010867.0;469.0;1.08;3902.0;33925.0;;601473370.0;260372741.0;223662726.0
USA;8/07/2022;87199768.0;145751.0;1011468.0;601.0;1.1;3935.0;34217.0;;601781861.0;260446860.0;223697393.0
USA;9/07/2022;87320363.0;120595.0;1011959.0;491.0;1.12;3954.0;33571.0;;601929618.0;260486532.0;223714464.0
USA;10/07/2022;87487976.0;167613.0;1012508.0;549.0;1.14;3908.0;34039.0;;602008303.0;260507798.0;223724043.0
USA;11/07/2022;87543553.0;55577.0;1012614.0;106.0;1.16;4008.0;35321.0;;602279526.0;260567830.0;223754798.0
USA;12/07/2022;87600689.0;57136.0;1012725.0;111.0;1.14;4147.0;36028.0;;602582714.0;260635837.0;223787367.0
USA;13/07/2022;87714345.0;113656.0;1013004.0;279.0;1.12;4169.0;36788.0;;602930737.0;260706207.0;223823672.0
USA;14/07/2022;87898480.0;184135.0;1013655.0;651.0;1.1;4255.0;37170.0;;603299076.0;260779070.0;223859813.0
USA;15/07/2022;88054481.0;156001.0;1014366.0;711.0;1.09;4186.0;36997.0;;603716134.0;260858543.0;223901426.0
USA;16/07/2022;88193464.0;138983.0;1014821.0;455.0;1.08;4173.0;36300.0;;603930168.0;260899928.0;223922784.0
USA;17/07/2022;88376205.0;182741.0;1015293.0;472.0;1.07;4220.0;36784.0;;604046436.0;260921546.0;223935533.0
USA;18/07/2022;88433782.0;57577.0;1015447.0;154.0;1.05;4351.0;38047.0;;604408072.0;260989080.0;223973212.0
USA;19/07/2022;88489852.0;56070.0;1015620.0;173.0;1.04;4482.0;38840.0;;604769565.0;261060219.0;224013306.0
USA;20/07/2022;88591539.0;101687.0;1015971.0;351.0;1.03;4489.0;39366.0;;605115695.0;261129447.0;224054355.0
USA;21/07/2022;88770914.0;179375.0;1016676.0;705.0;1.03;4536.0;39394.0;;605481860.0;261199454.0;224098017.0
USA;22/07/2022;88929798.0;158884.0;1017351.0;675.0;1.03;4456.0;39177.0;;605897195.0;261274291.0;224149217.0
USA;23/07/2022;89078243.0;148445.0;1017845.0;494.0;1.04;4491.0;38487.0;;606099785.0;261313331.0;224180181.0
USA;24/07/2022;89284900.0;206657.0;1018480.0;635.0;1.05;4512.0;38668.0;;606199644.0;261332967.0;224194593.0
USA;25/07/2022;89338159.0;53259.0;1018639.0;159.0;1.06;4666.0;39693.0;;606511647.0;261394931.0;224231922.0
USA;26/07/2022;89392758.0;54599.0;1018812.0;173.0;1.06;4781.0;39965.0;;606834201.0;261459743.0;224274522.0
USA;27/07/2022;89499161.0;106403.0;1019115.0;303.0;1.05;4839.0;40250.0;;607144582.0;261522604.0;224316926.0
USA;28/07/2022;89667841.0;168680.0;1019746.0;631.0;1.03;4761.0;40131.0;;607453044.0;261585000.0;224360867.0
USA;29/07/2022;89828672.0;160831.0;1020442.0;696.0;1.02;4679.0;39540.0;;607777244.0;261650102.0;224407811.0
USA;30/07/2022;89973506.0;144834.0;1020962.0;520.0;1.0;4518.0;38395.0;;607918011.0;261681409.0;224429170.0
USA;31/07/2022;90232883.0;259377.0;1021593.0;631.0;0.98;4567.0;38690.0;;607987438.0;261697671.0;224439379.0
USA;1/08/2022;90270796.0;37913.0;1021730.0;137.0;0.97;4697.0;39446.0;;608231492.0;261752264.0;224470587.0
USA;2/08/2022;90308740.0;37944.0;1021848.0;118.0;0.95;4705.0;39536.0;;608490580.0;261810070.0;224507609.0
USA;3/08/2022;90427778.0;119038.0;1022248.0;400.0;0.95;4698.0;39865.0;;608744254.0;261867667.0;224544089.0
USA;4/08/2022;90589127.0;161349.0;1022968.0;720.0;0.96;4603.0;39226.0;;608993926.0;261924407.0;224579700.0
USA;5/08/2022;90738962.0;149835.0;1023683.0;715.0;0.95;4611.0;38974.0;;609261617.0;261984042.0;224620013.0
USA;6/08/2022;90870365.0;131403.0;1024243.0;560.0;0.95;4532.0;37959.0;;609386096.0;262013263.0;224642472.0
USA;7/08/2022;91020934.0;150569.0;1024854.0;611.0;0.96;4511.0;38038.0;;609450014.0;262028289.0;224655055.0
USA;8/08/2022;91054175.0;33241.0;1025016.0;162.0;0.97;4529.0;38319.0;;609670908.0;262079090.0;224687764.0
USA;9/08/2022;91086982.0;32807.0;1025137.0;121.0;0.97;4598.0;38477.0;;609899676.0;262131586.0;224722493.0
USA;10/08/2022;91185609.0;98627.0;1025474.0;337.0;0.97;4632.0;38269.0;;610114731.0;262182022.0;224755137.0
USA;11/08/2022;91322877.0;137268.0;1026274.0;800.0;0.97;4485.0;37896.0;;610332958.0;262234060.0;224788687.0
USA;12/08/2022;91461235.0;138358.0;1027048.0;774.0;0.97;4473.0;37286.0;;610572962.0;262289468.0;224827090.0
USA;13/08/2022;91586357.0;125122.0;1027635.0;587.0;0.97;4379.0;35823.0;;610680157.0;262316042.0;224846383.0
USA;14/08/2022;91722552.0;136195.0;1028296.0;661.0;0.94;4401.0;36056.0;;610733034.0;262329900.0;224855433.0
USA;15/08/2022;91753141.0;30589.0;1028428.0;132.0;0.91;4471.0;36801.0;;610930659.0;262376368.0;224886275.0
USA;16/08/2022;91774239.0;21098.0;1028545.0;117.0;0.89;4468.0;36506.0;;611135493.0;262425050.0;224918360.0
USA;17/08/2022;91873580.0;99341.0;1028888.0;343.0;0.87;4407.0;36275.0;;611337776.0;262473122.0;224950072.0
USA;18/08/2022;92000206.0;126626.0;1029618.0;730.0;0.88;4392.0;35573.0;;611532626.0;262520569.0;224981212.0
USA;19/08/2022;92120222.0;120016.0;1030377.0;759.0;0.89;4278.0;34961.0;;611745904.0;262571910.0;225017788.0
USA;20/08/2022;92234527.0;114305.0;1030913.0;536.0;0.91;4224.0;33887.0;;611833778.0;262594322.0;225033827.0
USA;21/08/2022;92367477.0;132950.0;1031527.0;614.0;0.94;4268.0;34097.0;;611877494.0;262606068.0;225041495.0
USA;22/08/2022;92396101.0;28624.0;1031668.0;141.0;0.97;4268.0;34720.0;;612044423.0;262647620.0;225068705.0
USA;23/08/2022;92423998.0;27897.0;1031797.0;129.0;0.97;4201.0;34472.0;;612220949.0;262691350.0;225098117.0
USA;24/08/2022;92505698.0;81700.0;1032105.0;308.0;0.97;4109.0;34085.0;;612395636.0;262734781.0;225127585.0
USA;25/08/2022;92621684.0;115986.0;1032780.0;675.0;0.97;4144.0;33568.0;;612566835.0;262778560.0;225156904.0
USA;26/08/2022;92752272.0;130588.0;1033546.0;766.0;0.97;4151.0;33132.0;;612747240.0;262823807.0;225189492.0
USA;27/08/2022;92862365.0;110093.0;1034084.0;538.0;0.96;4066.0;32073.0;;612825521.0;262844438.0;225204939.0
USA;28/08/2022;92977806.0;115441.0;1034748.0;664.0;0.94;4016.0;32133.0;;612863903.0;262854932.0;225212203.0
USA;29/08/2022;93006982.0;29176.0;1034910.0;162.0;0.94;4040.0;32571.0;;613005369.0;262890496.0;225237051.0
USA;30/08/2022;93034055.0;27073.0;1035039.0;129.0;0.92;3944.0;32463.0;;613153914.0;262929317.0;225262803.0
USA;31/08/2022;93112303.0;78248.0;1035309.0;270.0;0.92;3945.0;32441.0;;613288488.0;262965429.0;225287976.0
USA;1/09/2022;93228515.0;116212.0;1035942.0;633.0;0.9;3899.0;31491.0;;613387308.0;262996533.0;225309064.0
USA;2/09/2022;93349447.0;120932.0;1036806.0;864.0;0.89;3841.0;30932.0;;613477812.0;263027441.0;225332641.0
USA;3/09/2022;93453039.0;103592.0;1037306.0;500.0;0.88;3677.0;29864.0;;613534191.0;263040682.0;225343352.0
USA;4/09/2022;93558169.0;105130.0;1037838.0;532.0;0.88;3672.0;29694.0;;613577190.0;263049702.0;225349696.0
USA;5/09/2022;93583081.0;24912.0;1037952.0;114.0;0.89;3754.0;30329.0;;613590568.0;263053584.0;225351785.0
USA;6/09/2022;93607336.0;24255.0;1038064.0;112.0;0.93;3813.0;31080.0;;613768601.0;263090028.0;225381078.0
USA;7/09/2022;93629782.0;22446.0;1038178.0;114.0;0.94;3842.0;30928.0;;614169956.0;263143814.0;225422965.0
USA;8/09/2022;93748776.0;118994.0;1038707.0;529.0;0.95;3829.0;30445.0;;614602333.0;263199414.0;225466224.0
USA;9/09/2022;93840466.0;91690.0;1039395.0;688.0;0.95;3776.0;29873.0;;615168648.0;263266289.0;225521944.0
USA;10/09/2022;93925737.0;85271.0;1039868.0;473.0;0.94;3497.0;27877.0;;615488045.0;263301753.0;225555658.0
USA;11/09/2022;94007678.0;81941.0;1040463.0;595.0;0.92;3498.0;27990.0;;615691059.0;263324442.0;225574327.0
USA;12/09/2022;94029809.0;22131.0;1040598.0;135.0;0.9;3574.0;28291.0;;616243845.0;263384394.0;225622830.0
USA;13/09/2022;94050025.0;20216.0;1040684.0;86.0;0.88;3491.0;27824.0;;616779522.0;263442745.0;225670209.0
USA;14/09/2022;94107940.0;57915.0;1040948.0;264.0;0.87;3434.0;27443.0;;617356244.0;263503854.0;225720892.0
USA;15/09/2022;94165923.0;57983.0;1041510.0;562.0;0.86;3370.0;26772.0;;617940516.0;263566364.0;225772692.0
USA;16/09/2022;94255442.0;89519.0;1042309.0;799.0;0.86;3305.0;26096.0;;618646280.0;263639809.0;225836161.0
USA;17/09/2022;94353005.0;97563.0;1042993.0;684.0;0.88;3227.0;25096.0;;618986490.0;263676258.0;225866963.0
USA;18/09/2022;94414579.0;61574.0;1043362.0;369.0;0.89;3197.0;25162.0;;619181453.0;263698609.0;225883830.0
USA;19/09/2022;94432151.0;17572.0;1043460.0;98.0;0.91;3292.0;25866.0;;619799773.0;263761797.0;225934683.0
USA;20/09/2022;94452339.0;20188.0;1043539.0;79.0;0.92;3294.0;25537.0;;620430242.0;263824792.0;225987030.0
USA;21/09/2022;94497133.0;44794.0;1043766.0;227.0;0.93;3265.0;25155.0;;621118372.0;263892277.0;226043664.0
USA;22/09/2022;94546727.0;49594.0;1044270.0;504.0;0.94;3193.0;24945.0;;621800988.0;263959404.0;226100107.0
USA;23/09/2022;94630706.0;83979.0;1044968.0;698.0;0.95;3057.0;24489.0;;622616170.0;264038831.0;226167891.0
USA;24/09/2022;94729904.0;99198.0;1045722.0;754.0;0.94;3005.0;23353.0;;622997168.0;264077206.0;226201334.0
USA;25/09/2022;94783304.0;53400.0;1046067.0;345.0;0.92;2906.0;23322.0;;623214027.0;264100436.0;226218677.0
USA;26/09/2022;94799175.0;15871.0;1046169.0;102.0;0.9;2915.0;23851.0;;623929765.0;264168072.0;226271810.0
USA;27/09/2022;94814470.0;15295.0;1046254.0;85.0;0.89;2943.0;23655.0;;624640495.0;264234462.0;226325990.0
USA;28/09/2022;94852112.0;37642.0;1046486.0;232.0;0.89;2999.0;23556.0;;625374865.0;264303444.0;226383400.0
USA;29/09/2022;94892499.0;40387.0;1046948.0;462.0;0.89;2996.0;23287.0;;626094074.0;264370784.0;226440674.0
USA;30/09/2022;94970674.0;78175.0;1048104.0;1156.0;0.87;2911.0;22716.0;;626922109.0;264446649.0;226506045.0
USA;1/10/2022;95057826.0;87152.0;1048700.0;596.0;0.88;2808.0;21783.0;;627301508.0;264482172.0;226535283.0
USA;2/10/2022;95104538.0;46712.0;1049049.0;349.0;0.89;2810.0;21933.0;;627510797.0;264503867.0;226551881.0
USA;3/10/2022;95116740.0;12202.0;1049173.0;124.0;0.89;2843.0;22669.0;;628231741.0;264569896.0;226604595.0
USA;4/10/2022;95130596.0;13856.0;1049230.0;57.0;0.89;2851.0;22723.0;;628959450.0;264635578.0;226658744.0
USA;5/10/2022;95162964.0;32368.0;1049413.0;183.0;0.89;2857.0;22581.0;;629757129.0;264707575.0;226717012.0
USA;6/10/2022;95200619.0;37655.0;1049857.0;444.0;0.9;2766.0;22263.0;;630535128.0;264778314.0;226774160.0
USA;7/10/2022;95264812.0;64193.0;1050624.0;767.0;0.92;2655.0;21779.0;;631412942.0;264857570.0;226840259.0
USA;8/10/2022;95343411.0;78599.0;1051275.0;651.0;0.92;2626.0;21219.0;;631823057.0;264895795.0;226870720.0
USA;9/10/2022;95385122.0;41711.0;1051609.0;334.0;0.91;2655.0;21340.0;;632045454.0;264919112.0;226887995.0
USA;10/10/2022;95396455.0;11333.0;1051681.0;72.0;0.89;2655.0;21808.0;;632787018.0;264984408.0;226942051.0
USA;11/10/2022;95409675.0;13220.0;1051759.0;78.0;0.91;2633.0;21990.0;;633550560.0;265051698.0;226997123.0
USA;12/10/2022;95434094.0;24419.0;1051928.0;169.0;0.91;2681.0;21789.0;;634374623.0;265126257.0;227056867.0
USA;13/10/2022;95472250.0;38156.0;1052326.0;398.0;0.91;2683.0;21762.0;;635159624.0;265198009.0;227113758.0
USA;14/10/2022;95529714.0;57464.0;1052978.0;652.0;0.91;2656.0;21544.0;;636051522.0;265278783.0;227179340.0
USA;15/10/2022;95602703.0;72989.0;1053622.0;644.0;0.93;2537.0;20862.0;;636439029.0;265315658.0;227208166.0
USA;16/10/2022;95636402.0;33699.0;1053883.0;261.0;0.94;2590.0;21076.0;;636652216.0;265338561.0;227224763.0
USA;17/10/2022;95642452.0;6050.0;1053909.0;26.0;0.95;2746.0;21801.0;;637416156.0;265410205.0;227279902.0
USA;18/10/2022;95653603.0;11151.0;1053917.0;8.0;0.96;2738.0;21768.0;;638178731.0;265479963.0;227334379.0
USA;19/10/2022;95687463.0;33860.0;1054151.0;234.0;0.97;2745.0;21809.0;;638977419.0;265554644.0;227392374.0
USA;20/10/2022;95726462.0;38999.0;1054617.0;466.0;0.99;2698.0;21636.0;;639747912.0;265626542.0;227448454.0
USA;21/10/2022;95726462.0;0.0;1054617.0;0.0;1.02;2704.0;21459.0;;640605372.0;265705745.0;227511293.0
USA;22/10/2022;95920136.0;193674.0;1056838.0;2221.0;1.02;2638.0;21021.0;;640990400.0;265742050.0;227539486.0
USA;23/10/2022;95920136.0;0.0;1056838.0;0.0;1.02;2610.0;21143.0;;641199944.0;265764364.0;227555255.0
USA;24/10/2022;95920136.0;0.0;1056838.0;0.0;1.02;2673.0;21846.0;;641947260.0;265833375.0;227609011.0
USA;25/10/2022;95920136.0;0.0;1056838.0;0.0;1.01;2742.0;22213.0;;642715816.0;265903405.0;227663817.0
USA;26/10/2022;95920136.0;0.0;1056838.0;0.0;1.02;2716.0;22478.0;;643560650.0;265980325.0;227723399.0
USA;27/10/2022;95920136.0;0.0;1056838.0;0.0;1.02;2680.0;22292.0;;644349693.0;266052066.0;227779087.0
USA;28/10/2022;96175292.0;255156.0;1059919.0;3081.0;1.03;2626.0;21933.0;;645210369.0;266129275.0;227841296.0
USA;29/10/2022;96175292.0;0.0;1059919.0;0.0;1.04;2503.0;21161.0;;645582174.0;266163628.0;227867880.0
USA;30/10/2022;96175292.0;0.0;1059919.0;0.0;1.05;2517.0;21280.0;;645776076.0;266183346.0;227882024.0
USA;31/10/2022;96175292.0;0.0;1059919.0;0.0;1.07;2567.0;21804.0;;646384492.0;266240868.0;227924209.0
USA;1/11/2022;96175292.0;0.0;1059919.0;0.0;1.07;2647.0;22015.0;;647024640.0;266301977.0;227970319.0
USA;2/11/2022;96175292.0;0.0;1059919.0;0.0;1.07;2642.0;22332.0;;647681343.0;266367152.0;228018886.0
USA;3/11/2022;96175292.0;0.0;1059919.0;0.0;1.08;2704.0;22317.0;;648323080.0;266432266.0;228067168.0
USA;4/11/2022;96442596.0;267304.0;1062382.0;2463.0;1.08;2610.0;22098.0;;649079809.0;266508129.0;228124499.0
USA;5/11/2022;96442596.0;0.0;1062382.0;0.0;1.06;2571.0;21663.0;;649423049.0;266542665.0;228150055.0
USA;6/11/2022;96442596.0;0.0;1062382.0;0.0;1.05;2606.0;21968.0;;649603308.0;266563145.0;228164045.0
USA;7/11/2022;96442596.0;0.0;1062382.0;0.0;1.03;2694.0;22699.0;;650187784.0;266622184.0;228207144.0
USA;8/11/2022;96442596.0;0.0;1062382.0;0.0;1.03;2731.0;22862.0;;650752536.0;266680626.0;228249403.0
USA;9/11/2022;96442596.0;0.0;1062382.0;0.0;1.06;2702.0;22449.0;;651308671.0;266738995.0;228292333.0
USA;10/11/2022;96442596.0;0.0;1062382.0;0.0;1.06;2650.0;22186.0;;651866732.0;266797565.0;228335212.0
USA;11/11/2022;96725493.0;282897.0;1064672.0;2290.0;1.04;2658.0;21944.0;;652467920.0;266856747.0;228381285.0
USA;12/11/2022;96725493.0;0.0;1064672.0;0.0;1.06;2623.0;21578.0;;652750515.0;266886514.0;228403147.0
USA;13/11/2022;96725493.0;0.0;1064672.0;0.0;1.08;2701.0;21968.0;;652909399.0;266905647.0;228415707.0
USA;14/11/2022;96725493.0;0.0;1064672.0;0.0;1.11;2753.0;22555.0;;653425942.0;266959533.0;228455489.0
USA;15/11/2022;96725493.0;0.0;1064672.0;0.0;1.11;2788.0;22327.0;;653949826.0;267015280.0;228496303.0
USA;16/11/2022;96725493.0;0.0;1064672.0;0.0;1.1;2799.0;22462.0;;654477790.0;267072214.0;228537885.0
USA;17/11/2022;96725493.0;0.0;1064672.0;0.0;1.11;2862.0;22253.0;;654989880.0;267128585.0;228578570.0
USA;18/11/2022;97000477.0;274984.0;1066874.0;2202.0;1.12;2820.0;22251.0;;655557955.0;267189739.0;228623683.0
USA;19/11/2022;97000477.0;0.0;1066874.0;0.0;1.1;2748.0;21834.0;;655824941.0;267219587.0;228644795.0
